time,camera,event,severity,persons,image,description
20260319_102923,4,loitering,warning,3,output/captures/cam4_20260319_102923.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102923,1,loitering,warning,3,output/captures/cam1_20260319_102923.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102923,4,loitering,warning,3,output/captures/cam4_20260319_102923.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102923,1,loitering,warning,3,output/captures/cam1_20260319_102923.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,4,loitering,warning,3,output/captures/cam4_20260319_102924.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,1,loitering,warning,3,output/captures/cam1_20260319_102924.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,4,loitering,warning,3,output/captures/cam4_20260319_102924.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,1,loitering,warning,3,output/captures/cam1_20260319_102924.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,4,loitering,warning,2,output/captures/cam4_20260319_102924.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,1,loitering,warning,3,output/captures/cam1_20260319_102924.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,4,loitering,warning,2,output/captures/cam4_20260319_102924.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,1,loitering,warning,3,output/captures/cam1_20260319_102924.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,4,loitering,warning,3,output/captures/cam4_20260319_102924.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,1,loitering,warning,2,output/captures/cam1_20260319_102924.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,4,loitering,warning,3,output/captures/cam4_20260319_102924.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,1,loitering,warning,3,output/captures/cam1_20260319_102924.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,4,loitering,warning,3,output/captures/cam4_20260319_102924.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,1,loitering,warning,3,output/captures/cam1_20260319_102924.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102924,4,loitering,warning,3,output/captures/cam4_20260319_102924.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,1,loitering,warning,3,output/captures/cam1_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,4,loitering,warning,3,output/captures/cam4_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,1,loitering,warning,3,output/captures/cam1_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,4,loitering,warning,3,output/captures/cam4_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,1,loitering,warning,3,output/captures/cam1_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,4,loitering,warning,3,output/captures/cam4_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,1,loitering,warning,3,output/captures/cam1_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,4,loitering,warning,3,output/captures/cam4_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,1,loitering,warning,3,output/captures/cam1_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,4,loitering,warning,3,output/captures/cam4_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,1,loitering,warning,3,output/captures/cam1_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,4,loitering,warning,3,output/captures/cam4_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,1,loitering,warning,3,output/captures/cam1_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,4,loitering,warning,3,output/captures/cam4_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102925,1,loitering,warning,3,output/captures/cam1_20260319_102925.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,4,loitering,warning,3,output/captures/cam4_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,1,loitering,warning,3,output/captures/cam1_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,4,loitering,warning,3,output/captures/cam4_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,1,loitering,warning,3,output/captures/cam1_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,4,loitering,warning,3,output/captures/cam4_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,1,loitering,warning,3,output/captures/cam1_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,4,loitering,warning,3,output/captures/cam4_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,1,loitering,warning,3,output/captures/cam1_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,4,loitering,warning,3,output/captures/cam4_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,1,loitering,warning,3,output/captures/cam1_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,4,loitering,warning,3,output/captures/cam4_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,1,loitering,warning,3,output/captures/cam1_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,4,loitering,warning,3,output/captures/cam4_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,1,loitering,warning,3,output/captures/cam1_20260319_102926.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102926,4,loitering,warning,2,output/captures/cam4_20260319_102926.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,1,loitering,warning,3,output/captures/cam1_20260319_102927.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,4,loitering,warning,2,output/captures/cam4_20260319_102927.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,1,loitering,warning,3,output/captures/cam1_20260319_102927.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,4,loitering,warning,2,output/captures/cam4_20260319_102927.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,1,loitering,warning,3,output/captures/cam1_20260319_102927.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,4,loitering,warning,2,output/captures/cam4_20260319_102927.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,1,loitering,warning,3,output/captures/cam1_20260319_102927.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,4,loitering,warning,2,output/captures/cam4_20260319_102927.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,1,loitering,warning,3,output/captures/cam1_20260319_102927.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,4,loitering,warning,2,output/captures/cam4_20260319_102927.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,1,loitering,warning,3,output/captures/cam1_20260319_102927.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,4,loitering,warning,2,output/captures/cam4_20260319_102927.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,1,loitering,warning,3,output/captures/cam1_20260319_102927.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,4,loitering,warning,2,output/captures/cam4_20260319_102927.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,1,loitering,warning,3,output/captures/cam1_20260319_102927.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102927,4,loitering,warning,3,output/captures/cam4_20260319_102927.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,1,loitering,warning,3,output/captures/cam1_20260319_102928.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,4,loitering,warning,3,output/captures/cam4_20260319_102928.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,1,loitering,warning,3,output/captures/cam1_20260319_102928.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,4,loitering,warning,2,output/captures/cam4_20260319_102928.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,1,loitering,warning,3,output/captures/cam1_20260319_102928.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,4,loitering,warning,2,output/captures/cam4_20260319_102928.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,1,loitering,warning,3,output/captures/cam1_20260319_102928.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,4,loitering,warning,3,output/captures/cam4_20260319_102928.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,1,loitering,warning,3,output/captures/cam1_20260319_102928.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,4,loitering,warning,3,output/captures/cam4_20260319_102928.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,1,loitering,warning,3,output/captures/cam1_20260319_102928.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,4,loitering,warning,3,output/captures/cam4_20260319_102928.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,1,loitering,warning,2,output/captures/cam1_20260319_102928.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,4,loitering,warning,3,output/captures/cam4_20260319_102928.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102928,1,loitering,warning,2,output/captures/cam1_20260319_102928.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,4,loitering,warning,3,output/captures/cam4_20260319_102929.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,1,loitering,warning,2,output/captures/cam1_20260319_102929.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,4,loitering,warning,3,output/captures/cam4_20260319_102929.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,1,loitering,warning,2,output/captures/cam1_20260319_102929.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,4,loitering,warning,3,output/captures/cam4_20260319_102929.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,1,loitering,warning,2,output/captures/cam1_20260319_102929.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,4,loitering,warning,3,output/captures/cam4_20260319_102929.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,1,loitering,warning,2,output/captures/cam1_20260319_102929.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,4,loitering,warning,2,output/captures/cam4_20260319_102929.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,1,loitering,warning,2,output/captures/cam1_20260319_102929.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,4,loitering,warning,2,output/captures/cam4_20260319_102929.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,1,loitering,warning,3,output/captures/cam1_20260319_102929.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,4,loitering,warning,2,output/captures/cam4_20260319_102929.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,1,loitering,warning,2,output/captures/cam1_20260319_102929.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102929,4,loitering,warning,2,output/captures/cam4_20260319_102929.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,1,loitering,warning,3,output/captures/cam1_20260319_102930.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,4,loitering,warning,3,output/captures/cam4_20260319_102930.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,1,loitering,warning,2,output/captures/cam1_20260319_102930.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,4,loitering,warning,2,output/captures/cam4_20260319_102930.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,1,loitering,warning,2,output/captures/cam1_20260319_102930.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,4,loitering,warning,2,output/captures/cam4_20260319_102930.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,1,loitering,warning,3,output/captures/cam1_20260319_102930.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,4,loitering,warning,2,output/captures/cam4_20260319_102930.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,1,loitering,warning,3,output/captures/cam1_20260319_102930.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,4,loitering,warning,2,output/captures/cam4_20260319_102930.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,1,loitering,warning,3,output/captures/cam1_20260319_102930.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,4,loitering,warning,3,output/captures/cam4_20260319_102930.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,1,loitering,warning,3,output/captures/cam1_20260319_102930.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,4,loitering,warning,3,output/captures/cam4_20260319_102930.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,1,loitering,warning,3,output/captures/cam1_20260319_102930.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102930,4,loitering,warning,2,output/captures/cam4_20260319_102930.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102931,1,loitering,warning,3,output/captures/cam1_20260319_102931.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102931,4,loitering,warning,2,output/captures/cam4_20260319_102931.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102931,1,loitering,warning,3,output/captures/cam1_20260319_102931.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102931,4,loitering,warning,2,output/captures/cam4_20260319_102931.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102931,1,loitering,warning,3,output/captures/cam1_20260319_102931.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102931,4,loitering,warning,2,output/captures/cam4_20260319_102931.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102931,1,loitering,warning,3,output/captures/cam1_20260319_102931.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102931,4,loitering,warning,2,output/captures/cam4_20260319_102931.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102931,1,crowd,critical,4,output/captures/cam1_20260319_102931.jpg,다수 인원(4명)이 밀집하여 안전 사고 위험이 높은 상황입니다.
20260319_102931,4,loitering,warning,3,output/captures/cam4_20260319_102931.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102931,1,crowd,critical,4,output/captures/cam1_20260319_102931.jpg,다수 인원(4명)이 밀집하여 안전 사고 위험이 높은 상황입니다.
20260319_102931,4,loitering,warning,3,output/captures/cam4_20260319_102931.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102931,1,crowd,critical,4,output/captures/cam1_20260319_102931.jpg,다수 인원(4명)이 밀집하여 안전 사고 위험이 높은 상황입니다.
20260319_102931,2,loitering,warning,2,output/captures/cam2_20260319_102931.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102931,4,loitering,warning,3,output/captures/cam4_20260319_102931.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102931,1,crowd,critical,4,output/captures/cam1_20260319_102931.jpg,다수 인원(4명)이 밀집하여 안전 사고 위험이 높은 상황입니다.
20260319_102932,2,loitering,warning,2,output/captures/cam2_20260319_102932.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,4,loitering,warning,3,output/captures/cam4_20260319_102932.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,1,crowd,critical,4,output/captures/cam1_20260319_102932.jpg,다수 인원(4명)이 밀집하여 안전 사고 위험이 높은 상황입니다.
20260319_102932,2,loitering,warning,2,output/captures/cam2_20260319_102932.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,4,loitering,warning,3,output/captures/cam4_20260319_102932.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,1,loitering,warning,3,output/captures/cam1_20260319_102932.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,2,loitering,warning,2,output/captures/cam2_20260319_102932.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,4,loitering,warning,3,output/captures/cam4_20260319_102932.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,1,crowd,critical,4,output/captures/cam1_20260319_102932.jpg,다수 인원(4명)이 밀집하여 안전 사고 위험이 높은 상황입니다.
20260319_102932,2,loitering,warning,2,output/captures/cam2_20260319_102932.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,4,loitering,warning,3,output/captures/cam4_20260319_102932.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,1,crowd,critical,4,output/captures/cam1_20260319_102932.jpg,다수 인원(4명)이 밀집하여 안전 사고 위험이 높은 상황입니다.
20260319_102932,4,loitering,warning,2,output/captures/cam4_20260319_102932.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,1,crowd,critical,4,output/captures/cam1_20260319_102932.jpg,다수 인원(4명)이 밀집하여 안전 사고 위험이 높은 상황입니다.
20260319_102932,4,loitering,warning,2,output/captures/cam4_20260319_102932.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,1,crowd,critical,4,output/captures/cam1_20260319_102932.jpg,다수 인원(4명)이 밀집하여 안전 사고 위험이 높은 상황입니다.
20260319_102932,2,loitering,warning,2,output/captures/cam2_20260319_102932.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,4,loitering,warning,2,output/captures/cam4_20260319_102932.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,1,loitering,warning,3,output/captures/cam1_20260319_102932.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,2,loitering,warning,2,output/captures/cam2_20260319_102932.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102932,4,loitering,warning,2,output/captures/cam4_20260319_102932.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,1,loitering,warning,3,output/captures/cam1_20260319_102933.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,2,loitering,warning,2,output/captures/cam2_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,4,loitering,warning,2,output/captures/cam4_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,1,loitering,warning,2,output/captures/cam1_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,2,loitering,warning,2,output/captures/cam2_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,4,loitering,warning,2,output/captures/cam4_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,1,loitering,warning,2,output/captures/cam1_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,2,loitering,warning,2,output/captures/cam2_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,4,loitering,warning,2,output/captures/cam4_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,1,loitering,warning,2,output/captures/cam1_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,4,loitering,warning,2,output/captures/cam4_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,1,loitering,warning,2,output/captures/cam1_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,4,loitering,warning,2,output/captures/cam4_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,5,loitering,warning,2,output/captures/cam5_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,1,loitering,warning,2,output/captures/cam1_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,4,loitering,warning,2,output/captures/cam4_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,5,loitering,warning,3,output/captures/cam5_20260319_102933.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,1,loitering,warning,2,output/captures/cam1_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,4,loitering,warning,2,output/captures/cam4_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102933,1,loitering,warning,2,output/captures/cam1_20260319_102933.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,4,loitering,warning,2,output/captures/cam4_20260319_102934.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,1,loitering,warning,3,output/captures/cam1_20260319_102934.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,4,loitering,warning,2,output/captures/cam4_20260319_102934.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,1,loitering,warning,3,output/captures/cam1_20260319_102934.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,4,loitering,warning,2,output/captures/cam4_20260319_102934.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,1,loitering,warning,3,output/captures/cam1_20260319_102934.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,4,loitering,warning,2,output/captures/cam4_20260319_102934.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,1,loitering,warning,3,output/captures/cam1_20260319_102934.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,4,loitering,warning,2,output/captures/cam4_20260319_102934.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,1,loitering,warning,3,output/captures/cam1_20260319_102934.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,4,loitering,warning,2,output/captures/cam4_20260319_102934.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,1,loitering,warning,3,output/captures/cam1_20260319_102934.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,4,loitering,warning,2,output/captures/cam4_20260319_102934.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,1,loitering,warning,3,output/captures/cam1_20260319_102934.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102934,4,loitering,warning,2,output/captures/cam4_20260319_102934.jpg,2명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
20260319_102935,1,loitering,warning,3,output/captures/cam1_20260319_102935.jpg,3명이 특정 구역에 머무르며 비정상적인 배회 행동이 감지되었습니다.
